incident_id,created_at_iso,mode,route_id,route_short_name,stops_impacted,summary_en,plain_en,zh,ar,source,source_url
836181,2025-08-21T12:25:16+10:00,rail,BRFG-4390;FGBR-4388;BRFG-4349;BNFG-4387;BRFG-4392;BRFG-4352;FGBN-4392;BRFG-4387;FGBR-4335;FGBN-4395;FGBR-4387;BRFG-4337;BNFG-4391;FGBR-4391;BNFG-4353;FGBR-4337;FGBR-4392;FGBR-4394;FGBR-4350;FGBN-4350;FGBN-4387;BRFG-4394;BNFG-4388;FGBR-4390;R585-3039;FGBR-4348;FGBR-4389;BRFG-4388;BRFG-4395;BRFG-4350;BRFG-4348;FGBR-4395;FGBN-4388;FGBN-4399;BNFG-4352;BRFG-4335;BRFG-4391;BNFG-4349;BNFG-4394;BRFG-4399;FGBN-4390;BNFG-4389;FGBN-4348;BNFG-4395;FGBN-4389;FGBN-4353;FGBN-4391;FGBN-4394;FGBR-4353;R395-2410;FGBR-4352;BNFG-4350;BNFG-4390;R604-2410;BNFG-4392;FGBR-4399;BNFG-4399;BRFG-4389;FGBN-4352;BNFG-4348;FGBR-4349;FGBN-4349;BRFG-4353,BNFG,,Track closure on inner-city and Ferny Grove lines from 13 to 14 September. Normal service resumes on 15 September.,The inner-city and Ferny Grove lines will be closed from the first service on Saturday 13 September until the last service on Sunday 14 September. Normal service starts again on Monday 15 September.,内城和费尔尼格罗夫线路将在9月13日星期六的首班车到9月14日星期日的末班车期间关闭。正常服务将于9月15日星期一恢复。,سيتم إغلاق خطوط المدينة الداخلية وفيرني غروف من أول خدمة يوم السبت 13 سبتمبر حتى آخر خدمة يوم الأحد 14 سبتمبر. ستستأنف الخدمة العادية يوم الاثنين 15 سبتمبر.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
614666,2025-08-21T12:25:16+10:00,bus,19-4158,19,,Salisbury station closed on 9 December for Cross River Rail upgrade works.,Salisbury station will be closed on 9 December for important upgrade works.,萨尔茨堡车站将于12月9日关闭，进行重要的升级工程。,محطة سالزبري ستغلق في 9 ديسمبر لأعمال الترقية المهمة.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
848251,2025-08-21T12:25:16+10:00,rail,R609-4398;RWNA-4349;SPNA-4391;SPNA-4395;GYBR-4352;NABR-4389;NAIP-4352;NAIP-4348;IPNA-4395;GYBR-4390;BRGY-4392;BRNA-4389;SPNA-4350;GYBR-4348;NABR-4348;NANA-4399;RWRP-4399;NAIP-4390;RWRP-4348;BRGY-4391;NAIP-4391;NABR-4335;NASP-4348;RWNA-4389;BRGY-4387;BRNA-4349;RWNA-4391;SPNA-4390;NAIP-4388;GYBR-4395;IPNA-4348;BRGY-4352;NABR-4350;SPNA-4392;GYBR-4394;BRNA-4350;GYBR-4391;BRGY-4349;NASP-4390;IPNA-4394;RWNA-4348;BRNA-4391;GYBR-4388;R585-3039;BRNA-4337;RWRP-4391;NAIP-4395;BRGY-4353;NASP-4392;NAIP-4387;NABR-4349;RWRP-4349;RWRP-4389;BRGY-4388;BRGY-4335;NABR-4391;RWRP-4390;GYBR-4389;NAIP-4353;BRNA-4335;GYBR-4335;GYBR-4353;BRNA-4390;BRGY-4395;BNNA-4394;BRGY-4337;SPNA-4389;BRGY-4348;BRGY-4350;NASH-4395;BRNA-4348;NABR-4394;BRGY-4390;GYBR-4392;IPNA-4350;NAIP-4394;NABR-4390;IPNA-4391;NAIP-4350;IPNA-4387;IPNA-4389;SPNA-4349;NABR-4392;IPNA-4349;NASP-4389;NASP-4391;RWNA-4350;SPNA-4348;IPNA-4353;RWNA-4390;NAIP-4349;SPNA-4353;IPNA-4392;GYBR-4349;GYBR-4350;BRGY-4389;NAGY-4399;NABR-4337;IPNA-4352;BRGY-4394;NASP-4350;BRNA-4392;NAIP-4389;GYBR-4387;RWNA-4392;SPNA-4388;R616-4398;NASP-4349;GYBR-4337;R604-2410;RWRP-4392;NAIP-4392;RWRP-4350;IPNA-4390;IPNA-4388,BNNA,,Nambour to Central train delayed up to 10 minutes due to a vehicle striking a rail bridge.,The 10:38am train from Nambour to Central is delayed by up to 10 minutes because a vehicle hit a rail bridge at Narangba.,南堡到中央的火车因车辆撞击铁路桥而延误最多10分钟。,قطار نامبور إلى المركز تأخر لمدة تصل إلى 10 دقائق بسبب اصطدام مركبة بجسر السكك الحديدية.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
500656,2025-08-21T12:25:17+10:00,rail,SHBR-4392;SHCA-4395;SHCL-4387;BRSH-4392;CLSH-4391;BNSH-4394;CLSH-4389;CLSH-4352;SHBR-4349;SHCL-4349;BNDB-4394;SHBR-4387;SHBR-4352;SHBR-4399;BRSH-4348;SHCL-4353;CLSH-4392;BRSH-4389;BRSH-4352;CLSH-4390;SHBR-4388;R585-3039;BRSH-4337;R348-4282;SHBR-4348;CLSH-4394;CLSH-4350;SHBR-4390;R603-3039;SHCL-4395;SHCL-4350;SHCL-4392;SHCL-4352;SHBR-4394;BRSH-4390;CLSH-4348;BRSH-4399;SHBR-4337;CLSH-4399;BRSH-4395;SHBR-4350;SHCL-4399;BRSH-4353;SHCL-4388;SHBR-4391;SHBR-4389;SHSH-4395;SHCL-4391;SHBR-4335;BRSH-4350;SHCL-4348;BRSH-4335;R347-4156;SHBR-4395;R604-2410;CLSH-4353;CLSH-4388;R348-4156;BRSH-4388;CLSH-4349;SHCL-4390;SHCL-4389;CLSH-4395;BRSH-4391;BRSH-4387;CLSH-4387;BRSH-4394;BRSH-4349;SHCL-4394;SHBR-4353,BNDB,,Shorncliffe line evening services disrupted for testing from 7:45pm on weekdays until 2026.,"From 2025 to 2026, trains will not run between Northgate and Shorncliffe from 7:45pm on weekdays for testing.",在2025年至2026年期间，周一至周四晚上7:45后，北门和肖恩克利夫之间的火车将停运进行测试。,من 2025 إلى 2026، لن تعمل القطارات بين نورثغيت وشورنكليف من الساعة 7:45 مساءً في أيام الأسبوع لإجراء اختبارات.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
793271,2025-08-21T12:25:17+10:00,bus,172-4158,172,,"Permanent stop closures on Beatrice, Juliette and Pear Street from 30 June. Use alternative stops for route 172.","Beatrice, Juliette and Pear Street stops will close permanently from 30 June. Use other stops for route 172.",从6月30日起，、和街的公交站将永久关闭。请使用172路的其他站。,سيتم إغلاق محطات  و و بشكل دائم اعتبارًا من 30 يونيو. استخدم محطات بديلة للخط 172.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
803221,2025-08-21T12:25:17+10:00,bus,616-4289;600-4289,600,322322,New late night stops for routes 600 and 616 on Friday and Saturday nights.,Routes 600 and 616 now have late night buses on Friday and Saturday from a new stop on Maroochydore Road at Beach Road.,600和616路在周五和周六晚上有新的夜间公交站。,تم إضافة محطات جديدة لخطوط 600 و616 في ليالي الجمعة والسبت.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
679371,2025-08-21T12:25:17+10:00,bus,539-2643;539-4097,539,,Route 539 has a temporary timetable from Gatton to Helidon due to roadworks until late 2025.,"From 17 February 2025, Route 539 will have a temporary timetable between Gatton and Helidon because of roadworks. Train connections will stay the same.",539路从2025年2月17日起因道路施工，盖顿到赫利登将实施临时时间表，直到2025年底。,من 17 فبراير 2025، سيكون هناك جدول زمني مؤقت للخط 539 بين غاتون وهليدون بسبب أعمال الطرق حتى أواخر 2025.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
836011,2025-08-21T12:25:17+10:00,rail,RWNA-4349;RPBR-4388;RWCA-4390;CADB-4337;BRCA-4352;RWCA-4391;BRRP-4390;IPNA-4395;SPRP-4348;IPRP-4350;BRCA-4391;CABR-4350;CABR-4348;CABR-4391;NAIP-4390;SHBR-4389;SPCA-4388;SPNA-4390;BRRP-4335;SPNA-4392;BRNA-4350;RPBR-4391;CAIP-4392;R348-4282;RWRP-4391;NAIP-4395;BRCA-4349;BRRP-4352;SPRP-4394;NAIP-4387;IPCA-4387;R595-3039;NABR-4349;RWRP-4389;CASP-4390;BRRP-4350;NABR-4391;R347-4156;CARW-4392;RPBR-4349;CAIP-4387;CASP-4349;SPCA-4391;BRRP-4349;SHBR-4352;BRSH-4348;CABR-4349;RPBR-4395;NAIP-4394;CABR-4399;IPCA-4353;IPNA-4391;SHCL-4395;IPCA-4390;BRRP-4392;SHSH-4395;SHBR-4395;SHCL-4390;CAIP-4389;RPSP-4387;RWNA-4350;CLSH-4395;IPNA-4353;RWNA-4390;CARW-4391;BRRP-4399;SHCL-4349;CARW-4389;CASP-4399;CLSH-4394;RPSP-4388;RPBR-4350;SPCA-4348;RPSP-4391;CLSH-4399;NASP-4349;RWRP-4392;SPRP-4395;SPCA-4353;SPCA-4399;SPCA-4350;NASP-4350;RPSP-4348;BRCA-4390;SPNA-4391;CLSH-4389;IPCA-4349;NAIP-4348;BRSH-4389;RPSP-4350;CABR-4394;BRNA-4389;BRCA-4387;SPCA-4389;BNRP-4394;CABR-4392;SHBR-4335;BRSH-4350;RWNA-4389;IPCA-4389;SPRP-4350;SHCL-4389;BRSH-4387;CABR-4389;BRSH-4392;IPRP-4392;CASP-4388;CLSH-4390;RPSH-4395;RWCA-4348;RPBR-4387;NASP-4392;SHCL-4352;RPIP-4391;IPRP-4389;BRSH-4399;SPCA-4390;SHCL-4388;RWCA-4392;SPCA-4395;RPSP-4399;SPRP-4352;CASP-4392;IPCA-4388;IPRP-4349;SHBR-4388;RWCA-4349;SHCL-4350;IPNA-4387;IPNA-4389;CAIP-4391;RPBR-4389;SHCL-4399;CAIP-4350;CABR-4390;CARW-4390;IPCA-4399;NASP-4391;CLSH-4349;IPCA-4348;CARW-4399;NAIP-4349;SHCL-4394;IPNA-4392;RPIP-4350;SHBR-4349;CABR-4337;SPRP-4353;R603-3039;CAIP-4395;SHRP-4395;NAIP-4389;RPSP-4352;BRSH-4353;SHCL-4348;IPCA-4394;RPBR-4335;RPIP-4399;RPSP-4394;SHBR-4348;IPNA-4390;IPNA-4388;BRCA-4350;SPRP-4391;CLSH-4352;SPNA-4395;BNDB-4394;NABR-4389;NAIP-4352;SHBR-4399;CASP-4391;SPNA-4350;IPRP-4391;CAIP-4388;NABR-4348;RWRP-4399;SPRP-4387;SHCL-4391;DBCA-4337;IPNA-4348;CAIP-4348;NABR-4350;RWCA-4350;BRCA-4395;CLSH-4391;RPBR-4390;IPCA-4350;IPCA-4392;NASP-4390;BRRP-4388;RWNA-4348;BRNA-4391;BRNA-4337;BRRP-4353;CLSH-4350;BRRP-4391;SHBR-4394;CLSH-4348;RWRP-4349;R348-4156;RPSP-4389;BRNA-4390;SPRP-4388;CAIP-4349;SHBR-4392;SHCA-4395;BNNA-4394;SPNA-4389;SHBR-4387;BRRP-4394;BRNA-4348;IPNA-4350;BRCA-4348;CASP-4353;NABR-4390;NAIP-4350;RPBR-4399;BRSH-4395;BRCA-4389;IPNA-4349;RWCA-4399;NASP-4389;BRRP-4395;BRSH-4394;SPNA-4353;NABR-4337;IPCA-4395;BRRP-4337;IPRP-4390;IPNA-4352;CAIP-4399;SPRP-4349;SHBR-4390;BRNA-4392;RPSP-4349;RPBR-4394;RWNA-4392;BRSH-4390;CABR-4335;RPSP-4353;RWRP-4350;CAIP-4353;BRCA-4353;CLSH-4392;RPBR-4352;CASP-4395;BRCA-4392;BRRP-4387;RPSP-4390;IPCA-4352;RWRP-4348;NAIP-4391;RWCA-4389;NABR-4335;NASP-4348;CAIP-4352;BRNA-4349;RWNA-4391;CARW-4348;RPBR-4392;IPRP-4348;BRSH-4391;RPBR-4337;CLSH-4387;NAIP-4388;BRSH-4349;BRCA-4399;CADB-4335;RPIP-4349;IPNA-4394;BRSH-4352;IPCA-4391;R585-3039;BRSH-4337;BRCA-4388;IPRP-4399;RWRP-4390;CLSH-4353;NAIP-4353;BRNA-4335;RPSP-4392;SPCA-4349;SHCL-4387;CAIP-4394;SPRP-4399;RPIP-4390;BNSH-4394;CAIP-4390;SPRP-4390;RPSP-4395;CASP-4350;SHCL-4353;NABR-4394;CASP-4348;SHCL-4392;BRCA-4394;SPNA-4349;SHBR-4337;BNCA-4394;RPBR-4348;SHBR-4391;NABR-4392;BRRP-4389;RPIP-4389;BRSH-4388;CASP-4389;SPNA-4348;SPCA-4392;SHBR-4353;CARW-4350;BRCA-4337;RPIP-4392;SPRP-4392;BRRP-4348;BRCA-4335;SHBR-4350;SPNA-4388;SPRP-4389;RPIP-4348;BRSH-4335;R604-2410;CLSH-4388;NAIP-4392;RPBR-4353;CARW-4349;DBCA-4335,BNCA,,"Late night track closure on Caboolture, Redcliffe Peninsula and Shorncliffe lines from 10:15pm on 7 September until last service.","Tracks on Caboolture, Redcliffe Peninsula and Shorncliffe lines will be closed from 10:15pm on 7 September until the last train.",9月7日晚上10:15起，、 和线路将关闭，直至最后一班列车。,سيتم إغلاق مسارات خطوط كابولتشر وشبه جزيرة ريدكليف وشورنكليف من الساعة 10:15 مساءً في 7 سبتمبر حتى آخر خدمة.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
818486,2025-08-21T12:25:17+10:00,rail,BNBN-4394;VLBD-4349;VLDB-4399;BDVL-4394;BRBN-4352;BNBD-4387;BNDB-4394;DBBN-4394;BNFG-4353;R583-3039;DBBN-4391;FGBN-4350;BDBN-4387;BNVL-4387;VLBR-4392;BRBN-4348;BRBN-4395;BRBN-4392;BNBR-4352;VLBR-4389;DBBN-4390;BNBR-4391;BNFG-4349;BNBR-4349;FGBN-4348;BNFG-4395;BNVL-4394;BDVL-4395;BNBD-4388;VLDB-4349;BRVL-4348;BRVL-4353;BRVL-4391;DBBN-4399;BNFG-4399;VLBD-4391;BNBR-4394;VLDB-4394;VLBD-4399;BRVL-4392;VLBR-4390;VLBD-4392;BNBR-4395;BDVL-4390;BRVL-4395;BNBR-4353;BNBR-4389;FGBN-4392;VLBR-4399;BNBR-4348;FGBN-4395;BNBN-4387;DBBN-4348;VLBD-4353;BNVL-4337;BRVL-4399;VLBR-4352;R585-3039;VLDB-4350;BNBR-4388;BDVL-4392;VLDB-4391;VLDB-4392;FGBN-4399;BNFG-4352;BNBN-4337;VLBR-4350;FGBN-4353;FGBN-4391;VLBD-4395;VLBR-4348;VLBD-4348;BNBR-4390;BRBN-4388;BRBN-4390;BRBN-4399;BNBN-4388;VLBR-4395;BNFG-4348;DBBN-4392;BNNA-4394;BNFG-4387;BDVL-4349;VLBN-4388;BNSH-4394;VLBD-4394;VLBD-4352;BDVL-4389;R591-3039;BRVL-4389;BDVL-4399;BRVL-4390;BNVL-4388;VLDB-4390;BNFG-4388;BDVL-4352;BNBR-4392;VLVL-4387;DBBN-4350;VLDB-4348;BNVL-4335;BNFG-4394;BNCA-4394;BNBR-4350;FGBN-4390;BNFG-4389;BRBN-4394;FGBN-4389;BRBN-4353;FGBN-4394;BNFG-4350;VLBR-4391;VLBN-4335;BNFG-4392;BRBN-4387;DBBN-4349;VLBR-4394;BRVL-4349;BRBN-4349;VLDB-4389;BNBR-4387;BNBR-4399;BRBN-4389;VLBR-4353;BDBN-4388;VLBD-4390;VLBN-4337;DBBN-4389;VLBD-4389;BNFG-4391;VLBR-4349;BRVL-4350;VLVL-4388;FGBN-4387;BDVL-4391;BRVL-4394;VLBN-4387;BDVL-4353;BDVL-4348;FGBN-4388;VLBD-4350;BDVL-4350;BNBN-4335;BNFG-4390;R604-2410;BRBN-4391;FGBN-4352;BRBN-4350;BRVL-4352;FGBN-4349,BDVL,,Track closure on Beenleigh and Gold Coast lines from 30 to 31 August. Normal service resumes on 1 September.,Tracks on the Beenleigh and Gold Coast lines will be closed from the first service on 30 August to the last service on 31 August. Service resumes on 1 September.,从8月30日第一班服务到8月31日最后一班服务，和 线路将关闭。9月1日恢复正常服务。,سيتم إغلاق خطوط  و  من أول خدمة في 30 أغسطس حتى آخر خدمة في 31 أغسطس. الخدمة العادية تستأنف في 1 سبتمبر.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
835996,2025-08-21T12:25:17+10:00,rail,SPRP-4391;RPSP-4348;RWIP-4387;RWNA-4349;RWCA-4390;CAIP-4353;SPNA-4391;SPNA-4395;BRSP-4394;IPBR-4391;IPRW-4349;IPRW-4395;NAIP-4352;RWCA-4391;SPBR-4394;IPBR-4350;IPCA-4349;NAIP-4348;IPNA-4395;RWIP-4335;IPRP-4350;IPBR-4399;SPRP-4348;SPCA-4392;CASP-4391;RPSP-4350;IPIP-4337;SPIP-4337;SPNA-4350;IPRP-4391;BRRW-4392;CASP-4395;CAIP-4388;IPBR-4389;RPSP-4390;RWRP-4399;SPCA-4389;IPCA-4352;NAIP-4390;RWIP-4337;IPRW-4391;RWIP-4349;IPBR-4395;NAIP-4391;BRRW-4399;RWBR-4391;RWCA-4389;RWRP-4348;NASP-4348;CAIP-4352;RWNA-4389;IPCA-4389;BRIP-4399;SPRP-4350;RWNA-4391;BRIP-4353;IPRW-4394;SPCA-4388;CARW-4348;SPNA-4390;BRSP-4389;IPRP-4348;NAIP-4388;IPRW-4348;IPNA-4348;SPBR-4389;CAIP-4348;RWCA-4350;SPNA-4392;IPIP-4335;IPRP-4392;BRSP-4353;IPRW-4350;RWIP-4390;BRRW-4391;CASP-4388;IPCA-4350;IPCA-4392;BRSP-4388;RPIP-4349;NASP-4390;BRIP-4394;BRRW-4350;BRRW-4390;IPNA-4394;RWNA-4348;IPCA-4391;R585-3039;CAIP-4392;RWCA-4348;RWRP-4391;NAIP-4395;NASP-4392;IPRP-4399;SPBR-4399;SPIP-4335;RPIP-4391;IPRP-4389;BRRW-4349;IPBR-4352;NAIP-4387;SPRP-4394;IPCA-4387;BRSP-4390;R595-3039;IPRW-4388;SPCA-4390;BRSP-4348;SPBR-4348;RWRP-4349;RWRP-4389;CASP-4390;RWIP-4391;BRIP-4388;RWRP-4390;NAIP-4353;BRRW-4394;CARW-4392;IPSP-4335;IPRW-4390;RPSP-4389;BRIP-4390;CAIP-4387;RPSP-4392;RWCA-4392;RWIP-4350;SPRP-4387;SPCA-4349;SPRP-4388;SPCA-4395;RPSP-4399;CASP-4349;CAIP-4349;SPRP-4352;RWBR-4389;RWIP-4388;CAIP-4394;RWIP-4348;SPRP-4399;RPIP-4390;RWIP-4394;SPCA-4391;SPNA-4389;RWBR-4399;CAIP-4390;CASP-4392;RPSP-4395;SPRP-4390;BRIP-4352;IPBR-4353;RWIP-4399;CASP-4350;IPCA-4388;IPRP-4349;IPBR-4348;IPNA-4350;BRIP-4350;CASP-4353;NAIP-4394;RWCA-4349;IPCA-4353;IPNA-4391;CASP-4348;IPCA-4390;NAIP-4350;BRSP-4349;IPNA-4387;RWBR-4390;SPBR-4391;IPNA-4389;IPBR-4394;IPRW-4337;IPSP-4337;R597-3039;SPNA-4349;CAIP-4391;IPRW-4387;BRIP-4392;CAIP-4350;BRRW-4348;BRIP-4348;IPRW-4392;IPRW-4335;IPNA-4349;CARW-4390;RWBR-4349;IPCA-4399;NASP-4389;NASP-4391;BRSP-4399;RWCA-4399;RWIP-4389;RPIP-4389;CASP-4389;IPRW-4353;IPCA-4348;CAIP-4389;BRRW-4389;CARW-4399;BRSP-4395;RPSP-4387;IPNA-4353;IPRW-4352;BRIP-4387;RWBR-4392;RWNA-4350;RWNA-4390;BRSP-4350;NAIP-4349;RWBR-4350;RWIP-4353;RWIP-4395;SPNA-4353;IPNA-4392;R594-3039;IPBR-4390;IPBR-4387;IPBR-4349;CARW-4391;IPIP-4391;RPIP-4350;RWIP-4392;IPCA-4395;SPRP-4353;CARW-4350;SPBR-4350;BRIP-4395;IPRP-4390;SPBR-4390;RPIP-4392;IPNA-4352;CAIP-4399;BRIP-4391;R592-3039;CARW-4389;SPRP-4349;CASP-4399;SPRP-4392;BRIP-4389;NASP-4350;RWIP-4352;SPBR-4349;CAIP-4395;RPSP-4349;NAIP-4389;BRSP-4392;RPSP-4352;RPSP-4388;BRSP-4391;SPCA-4348;RWNA-4392;RPSP-4391;SPBR-4392;SPNA-4388;SPRP-4389;RPIP-4348;SPBR-4395;SPNA-4348;NASP-4349;R599-3039;R604-2410;IPBR-4388;IPBR-4392;IPRW-4399;BRIP-4349;IPCA-4394;RWRP-4392;IPRW-4389;NAIP-4392;RPIP-4399;RPSP-4353;SPCA-4353;SPRP-4395;RWRP-4350;CARW-4349;SPCA-4399;RPSP-4394;SPCA-4350;RWBR-4348;IPNA-4390;IPNA-4388,BRIP,,Ipswich/Rosewood and Springfield lines closed from 9:30pm on 3 September until last service.,Ipswich/Rosewood and Springfield lines will close at 9:30pm on 3 September and reopen on 4 September.,伊普斯威奇/罗斯伍德和斯普林菲尔德线路将于9月3日晚上9:30关闭，9月4日恢复服务。,ستغلق خطوط إبسويتش/روزوود وسبريجفيلد في الساعة 9:30 مساءً في 3 سبتمبر وتفتح مرة أخرى في 4 سبتمبر.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
