incident_id,created_at_iso,mode,route_id,route_short_name,stops_impacted,summary_en,plain_en,zh,ar,source,source_url
818486,2025-08-23T11:57:01+10:00,rail,FGBN-4390;VLDB-4348;FGBN-4348;BNBR-4388;BNBR-4394;BRVL-4348;BNSH-4394;VLDB-4399;BDVL-4389;BNBR-4395;DBBN-4390;VLBD-4390;BNFG-4353;BRVL-4390;BNBR-4350;BDVL-4353;BDVL-4392;BNBR-4353;VLBR-4352;BRVL-4399;BNBR-4349;BRBN-4352;FGBN-4395;VLBD-4391;BNVL-4387;BDBN-4388;BNFG-4387;VLBD-4399;VLBR-4394;DBBN-4350;R585-3039;DBBN-4348;BRBN-4350;BRVL-4349;VLBD-4389;VLBD-4394;VLDB-4392;BDVL-4349;BDBN-4387;FGBN-4399;DBBN-4349;VLBR-4390;BNFG-4389;FGBN-4352;BNFG-4391;BNDB-4394;BNBD-4387;VLBR-4349;FGBN-4389;BNCA-4394;BNNA-4394;BRVL-4350;BNBN-4394;BRBN-4394;BNBR-4390;VLDB-4394;BRBN-4388;BNBD-4388;VLBD-4392;DBBN-4391;DBBN-4389;VLVL-4388;BRBN-4395;BNVL-4394;DBBN-4392;BNFG-4349;BNVL-4388;R591-3039;BNBR-4399;BDVL-4350;BRVL-4395;FGBN-4394;VLBD-4352;BNFG-4388;VLDB-4389;VLDB-4350;BDVL-4352;BNBN-4335;BNBN-4387;BRBN-4391;FGBN-4353;FGBN-4392;BNBR-4391;BNFG-4352;BRBN-4389;BRBN-4349;VLDB-4391;VLBN-4388;BRVL-4352;VLBD-4349;FGBN-4350;VLBR-4389;BDVL-4395;BRBN-4390;DBBN-4394;BNFG-4392;VLBD-4348;DBBN-4399;BRVL-4394;BNBR-4352;BNFG-4399;VLBR-4350;VLBR-4353;VLBN-4335;VLBR-4348;BNBR-4389;BNBR-4387;BRVL-4389;BRVL-4353;BRBN-4399;BDVL-4390;VLBR-4395;VLVL-4387;VLBN-4387;BRVL-4392;FGBN-4349;VLDB-4349;BNFG-4348;VLBR-4392;R583-3039;BNBN-4388;FGBN-4391;BDVL-4394;BNFG-4350;BNVL-4335;VLBD-4353;BDVL-4348;VLDB-4390;BNBN-4337;BDVL-4391;VLBD-4395;VLBN-4337;BNBR-4392;BNFG-4394;R604-2410;BNBR-4348;VLBR-4399;BRBN-4353;FGBN-4387;BDVL-4399;BRBN-4348;VLBD-4350;FGBN-4388;BRBN-4392;BNVL-4337;BNFG-4395;BNFG-4390;BRBN-4387;BRVL-4391;VLBR-4391,BDVL,,Track closure on Beenleigh and Gold Coast lines from 30 to 31 August.,Tracks on Beenleigh and Gold Coast lines will be closed from the first service on 30 August to the last service on 31 August.,从8月30日的第一班服务到8月31日的最后一班服务，和 线路将关闭。,سيتم إغلاق خطوط  و  من أول خدمة في 30 أغسطس حتى آخر خدمة في 31 أغسطس.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
614666,2025-08-23T11:57:01+10:00,bus,19-4158,19,,Salisbury station closed on 9 December for Cross River Rail upgrade works.,Salisbury station is closed on 9 December for important upgrade works.,萨尔茅斯车站在12月9日因重要的跨河铁路升级工程而关闭。,محطة سالزبري مغلقة في 9 ديسمبر لأعمال ترقية مهمة.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
840086,2025-08-23T11:57:01+10:00,rail,BRCA-4395;BRCA-4349;NASP-4349;CASP-4399;SPNA-4348;SPCA-4395;CASP-4348;BRCA-4335;DBCA-4337;CASP-4392;CAIP-4387;CABR-4399;CARW-4392;RWCA-4390;CAIP-4349;SPNA-4392;IPNA-4390;BRCA-4348;CASP-4395;BRCA-4391;BRNA-4337;CABR-4392;NASP-4348;IPNA-4392;IPCA-4389;RWCA-4389;NABR-4349;BRCA-4337;IPNA-4387;CAIP-4389;R585-3039;SPCA-4390;IPCA-4387;IPNA-4394;IPNA-4349;SPCA-4353;CABR-4335;SPCA-4399;RWCA-4391;NAIP-4391;NAIP-4395;CABR-4390;BRNA-4392;CASP-4353;BRCA-4392;RWCA-4350;BRNA-4390;BNCA-4394;RWCA-4392;BNNA-4394;BRNA-4335;CARW-4349;IPNA-4391;NAIP-4389;SPNA-4391;CARW-4389;NAIP-4353;IPCA-4399;RWNA-4390;BRCA-4394;BRNA-4389;CADB-4335;NABR-4394;CABR-4394;CAIP-4399;CAIP-4353;NAIP-4352;CARW-4350;NAIP-4350;CARW-4348;NAIP-4394;CASP-4349;CASP-4389;SPNA-4390;IPNA-4353;NAIP-4392;NASP-4389;RWNA-4391;DBCA-4335;RWNA-4350;SPCA-4349;CABR-4337;CABR-4348;NABR-4389;IPCA-4391;RWNA-4348;SPCA-4389;CABR-4350;CABR-4391;IPNA-4352;NASP-4390;NABR-4392;IPCA-4392;BRCA-4388;NABR-4348;NABR-4391;RWCA-4348;SPNA-4388;BRNA-4391;BRNA-4348;IPCA-4349;SPNA-4349;CAIP-4395;IPNA-4350;IPCA-4353;SPNA-4395;NASP-4350;SHCA-4395;IPCA-4352;BRCA-4389;CAIP-4390;CASP-4388;CABR-4389;IPCA-4395;IPNA-4348;SPCA-4348;CAIP-4392;CARW-4399;IPCA-4394;NABR-4335;NAIP-4390;RWCA-4349;IPNA-4388;IPCA-4388;NASP-4391;NABR-4337;R603-3039;SPCA-4391;CADB-4337;IPCA-4390;IPNA-4395;BRCA-4352;RWNA-4349;CAIP-4350;SPCA-4350;IPCA-4348;IPCA-4350;BRCA-4350;SPCA-4388;SPNA-4350;BRNA-4349;CARW-4391;CAIP-4348;RWNA-4389;NABR-4350;CAIP-4391;NAIP-4348;SPCA-4392;SPNA-4389;BRNA-4350;CASP-4390;CASP-4391;CABR-4349;NAIP-4349;RWCA-4399;CAIP-4394;BRCA-4390;NAIP-4388;NABR-4390;BRCA-4353;BRCA-4387;BRCA-4399;CARW-4390;CASP-4350;CAIP-4388;CAIP-4352;R604-2410;SPNA-4353;NAIP-4387;IPNA-4389;NASP-4392;RWNA-4392,BNCA,,Lift out of service at Caboolture station for platforms 2 and 3. Assistance available via phone or SMS.,The lift at Caboolture station for platforms 2 and 3 is not working. Call 13 16 17 or text 0428 774 636 for help.,车站2号和3号站台的电梯故障。需要帮助请拨打13 16 17或发送短信0428 774 636。,مصعد محطة كابولتشور في الرصيفين 2 و3 خارج الخدمة. للحصول على المساعدة اتصل بالرقم 13 16 17 أو أرسل رسالة نصية إلى 0428 774 636.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
807641,2025-08-23T11:57:01+10:00,rail,BRSH-4337;SHCL-4392;BRSH-4350;R348-4282;BNDB-4394;SHCL-4390;BRSH-4353;SHCL-4391;BRSH-4348;BRSH-4349;R348-4156;SHCL-4353;BRSH-4352;BRSH-4399;R347-4156;CLSH-4399;BNSH-4394;SHBR-4387;BRSH-4390;SHBR-4392;SHBR-4349;BRSH-4391;BRSH-4392;SHBR-4391;SHCL-4350;CLSH-4387;BRSH-4389;SHBR-4350;BRSH-4395;SHBR-4348;SHCA-4395;SHCL-4388;SHCL-4399;BRSH-4335;SHBR-4352;CLSH-4352;BRSH-4388;CLSH-4349;SHCL-4387;SHSH-4395;CLSH-4395;SHBR-4335;BRSH-4394;SHCL-4352;SHBR-4395;CLSH-4388;R604-2410;R585-3039;SHBR-4390;SHCL-4349;CLSH-4394;SHBR-4337;SHBR-4389;SHBR-4399;CLSH-4392;R603-3039;CLSH-4390;CLSH-4348;SHCL-4348;SHCL-4389;CLSH-4353;SHBR-4394;SHCL-4395;CLSH-4350;CLSH-4389;BRSH-4387;CLSH-4391;SHBR-4388;SHCL-4394;SHBR-4353,BNDB,,Shorncliffe line closed from 1 to 4 September. Normal service resumes on 5 September.,Shorncliffe line is closed from 1 to 4 September. Service will start again on 5 September.,肖恩克利夫线从9月1日到4日关闭。服务将于9月5日恢复。,خط شورنكليف مغلق من 1 إلى 4 سبتمبر. ستستأنف الخدمة في 5 سبتمبر.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
835976,2025-08-23T11:57:01+10:00,rail,FGBN-4390;VLDB-4348;FGBN-4348;DBCL-4391;BNBR-4388;R348-4282;BNBR-4394;BRVL-4348;CLBR-4391;BRCL-4389;CLSH-4399;BNSH-4394;VLDB-4399;BDVL-4389;CLCL-4337;BNBR-4395;DBBN-4390;BRCL-4350;CLDB-4399;SHCL-4350;VLBD-4390;BNFG-4353;SHCL-4388;BRVL-4390;SHCL-4399;CLBR-4395;BNBR-4350;BDVL-4353;BDVL-4392;BNBR-4353;VLBR-4352;BRVL-4399;BNBR-4349;BRBN-4352;FGBN-4395;VLBD-4391;BNVL-4387;BRCL-4387;BDBN-4388;BNFG-4387;VLBD-4399;VLBR-4394;DBBN-4350;R585-3039;CLSH-4394;CLSH-4392;SHCL-4348;CLBR-4399;BRBN-4350;DBBN-4348;BRVL-4349;VLBD-4389;VLBD-4394;VLDB-4392;BDVL-4349;CLSH-4389;CLSH-4391;BDBN-4387;FGBN-4399;CLDB-4350;CLDB-4391;DBBN-4349;CLDB-4392;SHCL-4394;VLBR-4390;BNFG-4389;FGBN-4352;BNFG-4391;BNDB-4394;SHCL-4390;BNBD-4387;VLBR-4349;FGBN-4389;BNCA-4394;BNNA-4394;DBCL-4349;BRVL-4350;BRCL-4395;DBCL-4399;BNBN-4394;BRBN-4394;BNBR-4390;VLDB-4394;BRBN-4388;BNBD-4388;VLBD-4392;DBBN-4391;DBBN-4389;CLDB-4394;BRBN-4395;VLVL-4388;BNVL-4394;DBBN-4392;CLSH-4352;BNFG-4349;BNVL-4388;R591-3039;SHCL-4387;BNBR-4399;BDVL-4350;BRVL-4395;CLSH-4388;FGBN-4394;SHCL-4395;DBCL-4392;CLSH-4390;CLSH-4348;VLBD-4352;CLSH-4350;BNFG-4388;VLDB-4389;CLBR-4352;CLCL-4335;CLBR-4390;VLDB-4350;BDVL-4352;CLBR-4394;BNBN-4335;BNBN-4387;CLBR-4350;CLDB-4390;BRBN-4391;FGBN-4353;FGBN-4392;BNBR-4391;BNFG-4352;DBCL-4348;SHCL-4353;BRBN-4389;BRBN-4349;BRCL-4353;DBCL-4350;VLDB-4391;VLBN-4388;CLSH-4387;BRVL-4352;BRCL-4392;CLDB-4389;CLBR-4388;CLBR-4389;VLBD-4349;FGBN-4350;VLBR-4389;BDVL-4395;BRCL-4394;BRBN-4390;DBBN-4394;BNFG-4392;SHCL-4352;VLBD-4348;CLDB-4348;DBBN-4399;CLCL-4390;BRVL-4394;BRCL-4348;BNBR-4352;BNFG-4399;BRCL-4390;DBCL-4390;CLCL-4389;VLBR-4350;VLBR-4353;VLBN-4335;SHCL-4392;VLBR-4348;BNBR-4389;BNBR-4387;BRVL-4389;SHCL-4391;BRVL-4353;R348-4156;BRBN-4399;BRCL-4391;BRCL-4399;BDVL-4390;DBCL-4389;BRCL-4388;VLBR-4395;CLBR-4353;VLVL-4387;BRCL-4349;VLBN-4387;BRVL-4392;FGBN-4349;VLDB-4349;BNFG-4348;VLBR-4392;R581-3039;R583-3039;BNBN-4388;FGBN-4391;BDVL-4394;BNFG-4350;BNVL-4335;CLBR-4387;BDVL-4348;CLSH-4349;BNBN-4337;VLBD-4353;BDVL-4391;VLDB-4390;CLSH-4395;VLBD-4395;VLBN-4337;BNBR-4392;BNFG-4394;R604-2410;BNBR-4348;SHCL-4349;BRBN-4353;FGBN-4387;VLBR-4399;BDVL-4399;BRBN-4348;CLBR-4392;VLBD-4350;SHCL-4389;CLSH-4353;FGBN-4388;BRBN-4392;BNVL-4337;CLDB-4349;BNFG-4395;BNFG-4390;BRBN-4387;BRVL-4391;CLBR-4348;CLBR-4349;BRCL-4352;VLBR-4391,BDVL,,"Track closure on Beenleigh, Cleveland and Gold Coast lines from 9:30pm on 1-2 September.","Tracks on Beenleigh, Cleveland and Gold Coast lines will close at 9:30pm on 1 and 2 September until the last service.",轨道将在9月1日和2日晚上9:30关闭，影响、和 线路。,سيتم إغلاق المسارات على خطوط  و  و   في الساعة 9:30 مساءً في 1 و 2 سبتمبر.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
803221,2025-08-23T11:57:01+10:00,bus,600-4289;616-4289,600,322322,New late night stops for routes 600 and 616 on Friday and Saturday nights.,Routes 600 and 616 have new late night stops on Maroochydore Road at Beach Road on Fridays and Saturdays.,600和616路在周五和周六晚上有新的夜间停靠点，位于路和路交叉口。,تم إضافة نقاط توقف جديدة لخطوط 600 و616 في ليالي الجمعة والسبت.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
849936,2025-08-23T11:57:01+10:00,bus,694-4282,694,,Route 694 to Kippa-Ring delayed up to 15 minutes due to previous service running late.,The 11:05am route 694 to Kippa-Ring is delayed by 15 minutes because the earlier service is late.,694路前往-的班车因前一班次晚点，延误最多15分钟。,تأخرت رحلة 694 إلى كيبّا رينغ لمدة تصل إلى 15 دقيقة بسبب تأخر الخدمة السابقة.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
831076,2025-08-23T11:57:01+10:00,bus,729-4203;766-4203;715-4203;704-4203;721-4203;735-4203;748-4203;700-4203;719-4203;737-4203;705-4203;764-4203;777-4203;767-4203;752-4203;751-4203;760-4203;744-4203;741-4203;723-4203;712-4203;743-4203;720-4203;742-4203;716-4203;750-4203;754-4203;753-4203;759-4203;714-4203;718-4203;725-4203;713-4203;755-4203;727-4203;768-4203;736-4203;738-4203;726-4203;731-4203;722-4203;739-4203;758-4203;TX7-4203;710-4203;728-4203;711-4203;747-4203;757-4203;763-4203;745-4203;765-4203;756-4203;724-4203;749-4203;746-4203;717-4203;740-4203,700,,Gold Coast bus services will run to a Sunday timetable on 29 August due to the public holiday. Normal services resume on 30 August.,"On 29 August, Gold Coast buses will follow a Sunday schedule because of the public holiday. Regular service starts again on 30 August.",由于公共假期，8月29日黄金海岸的公交服务将按照星期日时间表运行。正常服务将于8月30日恢复。,ستعمل خدمات الحافلات في جولد كوست وفق جدول يوم الأحد في 29 أغسطس بسبب عطلة عامة. ستستأنف الخدمات العادية في 30 أغسطس.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
802446,2025-08-23T11:57:01+10:00,rail,VLDB-4348;BRIP-4353;SPCA-4395;IPRP-4349;VLDB-4399;BDVL-4389;RWCA-4390;VLBD-4390;RWIP-4392;RWBR-4389;RPIP-4390;BDVL-4392;NASP-4348;VLBR-4352;BRVL-4399;BRBN-4352;IPNA-4392;IPRP-4392;BNVL-4387;VLBR-4394;DBBN-4350;BRSP-4394;CAIP-4389;BRBN-4350;VLBD-4394;BDVL-4349;IPRP-4348;CLSH-4389;CLDB-4350;DBBN-4349;BRIP-4387;NAIP-4395;IPNA-4391;BRVL-4350;RWBR-4392;NAIP-4389;DBCL-4399;IPCA-4399;BNBR-4390;RWIP-4387;RPSP-4353;RWBR-4350;IPRP-4391;CAIP-4353;RWIP-4352;SPRP-4390;SPRP-4348;BRVL-4395;RWNA-4391;BRIP-4391;BRRW-4389;VLDB-4389;CLBR-4352;CLCL-4335;VLDB-4350;SPCA-4389;FGBN-4392;IPSP-4335;SPBR-4394;BRBN-4349;BRSP-4388;RWIP-4390;IPBR-4394;VLDB-4391;CAIP-4395;BRIP-4399;IPCA-4352;BRCL-4392;RWBR-4391;BRIP-4352;CAIP-4390;IPBR-4350;CARW-4399;IPCA-4394;NAIP-4390;SPBR-4391;BDVL-4395;DBBN-4394;NASP-4391;CLDB-4348;RWRP-4390;RPSP-4349;IPBR-4399;BRVL-4394;IPRW-4394;IPNA-4395;BRCL-4390;CLCL-4389;IPCA-4348;IPCA-4350;SPCA-4388;VLBR-4348;BNBR-4389;BRIP-4389;BNBR-4387;BRVL-4389;SPBR-4350;IPRW-4387;RWBR-4399;BRVL-4353;RWNA-4389;BRCL-4391;CAIP-4391;NAIP-4348;BDVL-4390;CASP-4390;CLBR-4353;BRCL-4349;FGBN-4349;SPRP-4388;RPSP-4350;BNFG-4350;VLBD-4353;CLSH-4395;CASP-4350;IPBR-4391;IPRW-4388;CAIP-4352;BNBR-4392;SPBR-4390;IPBR-4388;SHCL-4349;SPNA-4353;NAIP-4387;CLBR-4392;RWRP-4348;VLBD-4350;RWBR-4390;BRCL-4352;BNBR-4388;SPNA-4348;RWIP-4348;CLBR-4391;BRCL-4389;BNSH-4394;R592-3039;CAIP-4349;CLDB-4399;SPBR-4399;BNFG-4353;SHCL-4388;BRVL-4390;CLBR-4395;BNBR-4350;BNBR-4349;FGBN-4395;VLBD-4391;IPCA-4389;IPRP-4389;SPIP-4335;IPNA-4387;BRIP-4349;IPRW-4391;R585-3039;SPCA-4390;DBBN-4348;IPCA-4387;VLBD-4389;IPNA-4394;IPNA-4349;CLSH-4391;BDBN-4387;FGBN-4399;SHCL-4394;SPCA-4399;BNDB-4394;RWCA-4392;RWRP-4349;BRCL-4395;NAIP-4353;BNBN-4394;VLDB-4394;BRBN-4388;SPRP-4387;RWIP-4353;BNVL-4394;DBBN-4392;CLSH-4352;CASP-4349;BDVL-4350;NAIP-4392;SHCL-4395;IPRP-4399;CLSH-4390;RPSP-4392;RPSP-4387;CLSH-4350;BNFG-4388;RPSP-4399;CLBR-4394;BRRW-4399;FGBN-4353;IPBR-4349;RWCA-4348;DBCL-4348;BRBN-4389;IPRW-4337;BRCL-4353;SPNA-4395;NASP-4350;BRVL-4352;RWIP-4395;CLBR-4388;CLBR-4389;IPCA-4395;FGBN-4350;RPSP-4348;RWRP-4392;SHCL-4352;IPNA-4388;IPBR-4392;IPBR-4352;R599-3039;IPCA-4390;BRCL-4348;BNFG-4399;BRIP-4394;SPRP-4353;RWIP-4335;VLBR-4350;VLBR-4353;SPNA-4350;CARW-4391;VLBN-4335;IPIP-4337;R348-4156;DBCL-4389;SPCA-4392;VLBR-4395;SPBR-4392;CASP-4391;VLVL-4387;NAIP-4349;VLBN-4387;BNFG-4348;RPIP-4389;CAIP-4394;BNBN-4388;BRSP-4350;BNFG-4394;VLBR-4399;BNBR-4348;IPBR-4353;BDVL-4399;BRBN-4348;IPBR-4390;IPNA-4389;NASP-4392;FGBN-4388;CLBR-4349;BRVL-4391;RWNA-4392;FGBN-4390;FGBN-4348;CASP-4399;BRVL-4348;RPSP-4394;CLSH-4399;CASP-4392;CAIP-4387;CARW-4392;CLCL-4337;DBBN-4390;SPNA-4392;RPIP-4348;SHCL-4399;BDVL-4353;IPRW-4392;SPRP-4389;RPSP-4391;BRCL-4387;BDBN-4388;BNFG-4387;VLBD-4399;IPRW-4350;SPRP-4399;CLBR-4399;RWRP-4399;BRIP-4388;VLDB-4392;SPCA-4353;RWIP-4391;BRSP-4399;SPRP-4395;CLDB-4391;CLDB-4392;NAIP-4391;BNFG-4391;BNBD-4387;RWCA-4350;BNNA-4394;DBCL-4349;IPRW-4335;CARW-4389;BRBN-4394;BNBD-4388;VLBD-4392;DBBN-4391;BRBN-4395;CAIP-4399;NAIP-4352;CARW-4350;CARW-4348;NAIP-4394;BNVL-4388;R591-3039;IPRP-4350;RPSP-4352;RPSP-4389;NASP-4389;CLSH-4388;IPRW-4390;RWNA-4350;IPRW-4352;SPCA-4349;DBCL-4392;RWBR-4348;IPCA-4391;CLSH-4348;VLBD-4352;RPIP-4392;BDVL-4352;BRSP-4391;CLBR-4350;NASP-4390;BRBN-4391;IPRW-4353;SHCL-4353;SPRP-4392;IPCA-4349;SPNA-4349;RWIP-4337;IPCA-4353;VLBN-4388;CLSH-4387;CLDB-4389;SPCA-4348;CAIP-4392;IPRP-4390;BRBN-4390;RWCA-4349;BNFG-4392;RPIP-4350;SPBR-4349;SPCA-4391;RPSP-4388;BNBR-4352;RWNA-4349;DBCL-4390;BRIP-4392;SHCL-4392;CAIP-4348;BRBN-4399;SPNA-4389;BRVL-4392;RWCA-4399;VLDB-4349;VLBR-4392;NAIP-4388;BDVL-4394;BDVL-4348;BNBN-4337;VLBN-4337;BRSP-4353;R604-2410;FGBN-4387;IPBR-4348;RWRP-4350;IPRW-4389;BRBN-4392;BNVL-4337;BRBN-4387;CLBR-4348;SPBR-4389;DBCL-4391;NASP-4349;IPRW-4348;R348-4282;BNBR-4394;CASP-4348;SPRP-4350;BRRW-4350;BNBR-4395;BRCL-4350;SHCL-4350;IPNA-4390;CASP-4395;BNBR-4353;RWCA-4389;BRSP-4390;RWIP-4349;BRRW-4349;CLSH-4394;CLSH-4392;SHCL-4348;BRVL-4349;BRRW-4391;R594-3039;VLBR-4390;RWCA-4391;BNFG-4389;BRRW-4392;FGBN-4352;IPRW-4399;CASP-4353;SHCL-4390;VLBR-4349;FGBN-4389;BNCA-4394;RWRP-4391;CARW-4349;RWRP-4389;SPNA-4391;RWNA-4390;VLVL-4388;DBBN-4389;CLDB-4394;RWIP-4388;NAIP-4350;BNFG-4349;SHCL-4387;BNBR-4399;CASP-4389;IPRW-4349;SPNA-4390;IPBR-4389;BRSP-4395;IPNA-4353;SPIP-4337;BRRW-4394;FGBN-4394;SPBR-4395;RPIP-4399;RWNA-4348;RWBR-4349;SPRP-4391;RPSP-4395;BRIP-4390;CLBR-4390;BNBN-4335;RWIP-4399;BNBN-4387;CLDB-4390;IPNA-4352;BRIP-4395;SPRP-4349;IPCA-4392;BNBR-4391;BRRW-4390;BNFG-4352;SPNA-4388;SPBR-4348;DBCL-4350;IPBR-4395;BRIP-4348;IPNA-4350;IPRW-4395;VLBD-4349;CASP-4388;IPNA-4348;IPSP-4337;R597-3039;VLBR-4389;BRCL-4394;SPRP-4394;IPCA-4388;VLBD-4348;RPIP-4349;DBBN-4399;CLCL-4390;IPIP-4391;RWIP-4389;CAIP-4350;SPCA-4350;BRSP-4349;RWIP-4350;IPIP-4335;SPRP-4352;SHCL-4391;BRCL-4399;BRCL-4388;RWIP-4394;BRSP-4389;BRIP-4350;BRRW-4348;RPIP-4391;R581-3039;R583-3039;BRSP-4348;FGBN-4391;BNVL-4335;CLBR-4387;RPSP-4390;CLSH-4349;CARW-4390;VLDB-4390;BDVL-4391;BRSP-4392;IPBR-4387;CAIP-4388;VLBD-4395;BRBN-4353;SHCL-4389;CLSH-4353;CLDB-4349;BNFG-4395;BNFG-4390;VLBR-4391;R595-3039,BDVL,600028;600033;600014;600035;600038;600029;600036;600011;600030;600013;600010;place_forsta;124;600034;place_romsta,CBD and Southern lines closed from 23 to 24 August. Normal service resumes on 25 August.,The CBD and Southern lines will be closed from the first service on Saturday 23 August until the last service on Sunday 24 August. Normal service will start again on Monday 25 August.,和南线将在8月23日星期六的首班车到8月24日星期日的末班车期间关闭。正常服务将于8月25日星期一恢复。,ستكون خطوط  والجنوب مغلقة من أول خدمة يوم السبت 23 أغسطس حتى آخر خدمة يوم الأحد 24 أغسطس. ستستأنف الخدمة العادية يوم الاثنين 25 أغسطس.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
849916,2025-08-23T11:57:01+10:00,bus,760-4203;765-4203;768-4203;700-4203;777-4203,700,,Buses on Gold Coast Highway delayed by 20 mins due to congestion.,Buses on Gold Coast Highway to Tweed Heads are 20 minutes late because of traffic.,由于交通拥堵，前往特威德海德的公交车在黄金海岸公路上延误了20分钟。,تأخرت الحافلات على طريق جولد كوست السريع لمدة 20 دقيقة بسبب الازدحام.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
