incident_id,created_at_iso,mode,route_id,route_short_name,stops_impacted,summary_en,plain_en,zh,ar,source,source_url
818486,2025-08-22T18:33:01+10:00,rail,BDVL-4391;BNBR-4350;BNBR-4399;BNVL-4388;BDBN-4387;BRVL-4391;VLBD-4390;BNFG-4352;BRBN-4392;BNFG-4399;BRBN-4387;BDVL-4353;BNFG-4350;BNBD-4388;BNBN-4335;BNBR-4352;DBBN-4350;VLVL-4388;VLBR-4389;BRBN-4394;FGBN-4395;R591-3039;BRVL-4389;R585-3039;BRBN-4352;BNBR-4392;BNFG-4388;BRBN-4353;VLBR-4348;VLDB-4391;DBBN-4391;FGBN-4390;BRBN-4391;BRBN-4349;BRVL-4399;BNFG-4353;BNBR-4389;VLDB-4399;DBBN-4392;BNBD-4387;BDVL-4349;BDVL-4350;BDVL-4389;DBBN-4389;VLBD-4352;BNFG-4349;BRVL-4353;R583-3039;VLBD-4392;BNFG-4395;DBBN-4394;BDVL-4394;BNFG-4390;VLDB-4349;FGBN-4349;FGBN-4387;BNBR-4391;FGBN-4352;BRBN-4348;BRBN-4399;BNFG-4392;VLBD-4399;VLBN-4335;BRBN-4388;VLBR-4392;VLBR-4394;BNBN-4387;BRBN-4395;BDVL-4348;BNNA-4394;BNSH-4394;BNBN-4394;BNBR-4349;BNBR-4353;FGBN-4394;BRBN-4350;VLBD-4395;BNCA-4394;VLDB-4392;VLVL-4387;DBBN-4399;BDVL-4399;BNBR-4390;BDVL-4392;BNBN-4337;VLDB-4389;DBBN-4349;FGBN-4399;BNFG-4348;VLBD-4394;BNBR-4395;VLBD-4348;BRVL-4348;VLDB-4390;FGBN-4391;BNBR-4388;BNFG-4394;BNDB-4394;BNVL-4394;BNFG-4387;BNVL-4387;VLDB-4394;BNBN-4388;BRBN-4389;VLBR-4349;FGBN-4389;FGBN-4388;VLBR-4353;VLBR-4350;BNVL-4337;BRVL-4390;DBBN-4348;VLBN-4388;BRVL-4392;BNFG-4391;DBBN-4390;VLBD-4391;BRVL-4352;VLDB-4350;BNVL-4335;VLBR-4352;VLBN-4337;VLBR-4391;BRVL-4350;FGBN-4353;BRVL-4349;VLBD-4389;BRVL-4395;VLBR-4395;VLBD-4350;R604-2410;BNBR-4394;BDVL-4390;VLBR-4399;BDVL-4395;BNFG-4389;VLBR-4390;VLBD-4349;VLBD-4353;BRBN-4390;FGBN-4350;BDBN-4388;BNBR-4387;FGBN-4392;BDVL-4352;FGBN-4348;BNBR-4348;VLBN-4387;VLDB-4348;BRVL-4394,BDVL,,Track closure on Beenleigh and Gold Coast lines from 30 to 31 August. Normal service resumes on 1 September.,The Beenleigh and Gold Coast lines will be closed from the first service on 30 August to the last service on 31 August. Service resumes on 1 September.,从8月30日的第一班服务到8月31日的最后一班服务，和 线路将关闭。服务于9月1日恢复。,سيتم إغلاق خطوط  و  من أول خدمة في 30 أغسطس حتى آخر خدمة في 31 أغسطس. الخدمة ستستأنف في 1 سبتمبر.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
849261,2025-08-22T18:33:01+10:00,bus,175-4158;203-4158;204-4158;230-4158;61-4158;185-4158;125-4158;235-4158;172-4158;212-4158;113-4158;210-4158;200-4158,61,,Stop closures and route diversions in Woolloongabba from 9:15pm to 11pm on 24 August due to Lions v Hawks game.,"From 9:15pm to 11pm on 24 August, some stops will be closed and routes changed in Woolloongabba because of the Lions v Hawks game.",由于狮子队与老鹰队的比赛，8月24日晚上9:15到11点，地区将关闭部分停靠站并改变路线。,سيتم إغلاق بعض المحطات وتغيير الطرق في وولونغابا من الساعة 9:15 مساءً حتى 11 مساءً في 24 أغسطس بسبب مباراة الأسود ضد الصقور.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
849546,2025-08-22T18:33:01+10:00,bus,179-4158,179,,3:55pm route 179 to UQ Lakes station cancelled due to mechanical issues.,The 3:55pm route 179 to UQ Lakes station is cancelled because of mechanical problems.,由于机械故障，3:55的179路到湖站的公交取消。,تم إلغاء رحلة 179 إلى محطة   في الساعة 3:55 مساءً بسبب مشاكل ميكانيكية.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
849736,2025-08-22T18:33:01+10:00,bus,444-4158,444,,6:55pm route 444 to South Brisbane cancelled from Moggill to Indooroopilly due to congestion.,The 6:55pm route 444 to South Brisbane is cancelled from Moggill to Indooroopilly Shopping Centre because of traffic.,6:55的444路前往南布里斯班的公交车因交通拥堵而取消，从莫吉尔到印杜鲁皮利购物中心站。,تم إلغاء رحلة 444 في الساعة 6:55 مساءً إلى جنوب بريسبان من موغيل إلى مركز تسوق إندوروبيللي بسبب الازدحام.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
807641,2025-08-22T18:33:01+10:00,rail,BRSH-4337;SHBR-4391;BRSH-4349;BRSH-4390;CLSH-4353;CLSH-4349;SHBR-4337;R603-3039;R348-4156;SHCL-4348;SHCL-4399;BRSH-4395;SHBR-4387;SHBR-4392;R347-4156;BRSH-4388;SHBR-4389;CLSH-4350;CLSH-4388;CLSH-4390;R348-4282;SHBR-4388;SHBR-4390;SHCL-4387;BRSH-4387;SHCL-4352;SHBR-4353;SHCL-4390;SHBR-4395;SHCL-4391;CLSH-4387;SHCL-4388;SHBR-4399;CLSH-4395;BRSH-4348;SHCL-4392;BRSH-4389;BNDB-4394;BRSH-4391;R604-2410;SHSH-4395;SHCL-4350;SHCA-4395;BRSH-4353;CLSH-4394;CLSH-4348;CLSH-4391;R585-3039;BRSH-4399;SHBR-4335;SHCL-4353;CLSH-4392;SHBR-4350;BRSH-4352;SHCL-4389;SHBR-4349;SHBR-4394;BNSH-4394;SHCL-4349;BRSH-4350;CLSH-4399;BRSH-4335;SHCL-4394;SHBR-4348;CLSH-4389;SHBR-4352;BRSH-4392;CLSH-4352;SHCL-4395;BRSH-4394,BNDB,,Shorncliffe line closed from 1 to 4 September. Normal service resumes on 5 September.,Shorncliffe line is closed from the first service on 1 September to the last service on 4 September. Service resumes on 5 September.,肖恩克利夫线从9月1日的第一班服务到9月4日的最后一班服务关闭。服务于9月5日恢复。,خط شورنكليف مغلق من أول خدمة في 1 سبتمبر حتى آخر خدمة في 4 سبتمبر. الخدمة تستأنف في 5 سبتمبر.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
803221,2025-08-22T18:33:01+10:00,bus,616-4289;600-4289,600,322322,New late night stops for routes 600 and 616 on Friday and Saturday nights.,Routes 600 and 616 now have late night buses on Friday and Saturday from a new stop on Maroochydore Road at Beach Road.,600和616路在周五和周六晚上有新的夜间公交车停靠点，位于路和路交叉口。,تتوفر رحلات ليلية جديدة للخطين 600 و616 يومي الجمعة والسبت من محطة جديدة على طريق ماروتشيدور.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
500656,2025-08-22T18:33:01+10:00,rail,BRSH-4337;SHBR-4391;BRSH-4349;BRSH-4390;CLSH-4353;CLSH-4349;SHBR-4337;R603-3039;R348-4156;SHCL-4348;SHCL-4399;BRSH-4395;SHBR-4387;SHBR-4392;R347-4156;BRSH-4388;SHBR-4389;CLSH-4350;CLSH-4388;CLSH-4390;R348-4282;SHBR-4388;SHBR-4390;SHCL-4387;BRSH-4387;SHCL-4352;SHBR-4353;SHCL-4390;SHBR-4395;SHCL-4391;CLSH-4387;SHCL-4388;SHBR-4399;CLSH-4395;BRSH-4348;SHCL-4392;BRSH-4389;BNDB-4394;BRSH-4391;R604-2410;SHSH-4395;SHCL-4350;SHCA-4395;BRSH-4353;CLSH-4394;CLSH-4348;CLSH-4391;R585-3039;BRSH-4399;SHBR-4335;SHCL-4353;CLSH-4392;SHBR-4350;BRSH-4352;SHCL-4389;SHBR-4349;SHBR-4394;BNSH-4394;SHCL-4349;BRSH-4350;CLSH-4399;BRSH-4335;SHCL-4394;SHBR-4348;CLSH-4389;SHBR-4352;BRSH-4392;CLSH-4352;SHCL-4395;BRSH-4394,BNDB,,Evening train services on the Shorncliffe line will be disrupted from 7:45pm on weekdays for testing in 2025 and 2026.,Trains won't run between Northgate and Shorncliffe stations from 7:45pm on weekdays for testing in 2025 and 2026.,在2025年和2026年，周一至周四晚上7:45后，北门站和肖恩克利夫站之间的列车将停运进行测试。,في عامي 2025 و2026، لن تعمل القطارات بين محطتي نورثغيت وشورنكليف من الساعة 7:45 مساءً لأغراض الاختبار في أيام الأسبوع.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
849356,2025-08-22T18:33:01+10:00,bus,500-4186,500,,12:36pm route 500 to RiverLink Shopping Centre cancelled due to operator rerouting.,The 12:36pm route 500 to RiverLink Shopping Centre is cancelled because the operator is rerouting.,由于运营商重新安排，12:36的500路前往购物中心的班次被取消。,تم إلغاء رحلة 500 إلى مركز تسوق ريفرلينك في الساعة 12:36 بسبب إعادة توجيه المشغل.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
849721,2025-08-22T18:33:01+10:00,bus,242-4261,242,,Route 242 to Carindale delayed up to 35 minutes due to mechanical issues.,The 5:05pm route 242 to Carindale is delayed by 35 minutes because of mechanical problems.,由于机械故障，前往的242路公交车延误最多35分钟。,تأخرت الحافلة رقم 242 المتجهة إلى كارينديل لمدة تصل إلى 35 دقيقة بسبب مشاكل ميكانيكية.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
793271,2025-08-22T18:33:01+10:00,bus,172-4158,172,,"Beatrice, Juliette and Pear Street stops closed permanently from 30 June. Use alternative stops for route 172.","Beatrice, Juliette and Pear Street stops will close permanently from 30 June. Use other stops for route 172.",从6月30日起，、和街的公交站将永久关闭。请使用172路的其他站。,سيتم إغلاق محطات  و و  بشكل دائم اعتبارًا من 30 يونيو. استخدم محطات بديلة للخط 172.,gtfs-rt,https://gtfsrt.api.translink.com.au/api/realtime/SEQ/Alerts
