incident_id,created_at_iso,mode,route_id,route_short_name,stops_impacted,summary_en,plain_en,zh,ar,source,source_url
41d53121-9d36-511a-8205-6c9260549053,2025-08-14T13:42:59+10:00,train,aus:vic:vic-02-HBE:;aus:vic:vic-02-HBE-R:,Alamein,vic:rail:ROS,17 car spaces in Beetham Parade car park are closed from 27 May to 14 August for project works.,"From 27 May to 14 August, 17 car spaces in Beetham Parade car park are closed for work. Follow signs for safety.",从5月27日到8月14日， 停车场的17个停车位因工程关闭。请遵循安全标志。,من 27 مايو إلى 14 أغسطس، 17 مكانًا لوقوف السيارات في موقف سيارات   مغلقة لأعمال المشروع. يرجى اتباع العلامات من أجل السلامة.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
b87d5e70-2299-5853-a83b-348bced5dbd3,2025-08-14T13:42:59+10:00,train,aus:vic:vic-02-BEG:;aus:vic:vic-02-BEG-R:,Alamein,vic:rail:BOR;vic:rail:TCM;vic:rail:UFG;vic:rail:BAY;vic:rail:HMT;vic:rail:FTG;vic:rail:RWD;vic:rail:BEG;vic:rail:UPW,"Services will be disrupted from 8.30pm to last service, 10 to 14 August.","From 10 to 14 August, services will stop at 8.30pm each night.",从8月10日至14日，每晚服务将在晚上8:30停止。,من 10 إلى 14 أغسطس، ستتوقف الخدمات في الساعة 8:30 مساءً كل ليلة.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
87f79552-9a88-5c8a-9159-cf0697b5f04c,2025-08-14T13:42:59+10:00,train,aus:vic:vic-02-WER-R:;aus:vic:vic-02-WER:,Alamein,,Buses replace trains on Werribee line from 8:30pm 8 August to 17 August. Extra travel time needed.,Buses are replacing trains on the Werribee line from 8:30pm on 8 August until 17 August. Allow extra time for travel.,从8月8日晚上8:30到8月17日，线的火车将被巴士替代。请留出额外的旅行时间。,من 8:30 مساءً في 8 أغسطس حتى 17 أغسطس، ستستبدل الحافلات القطارات على خط ويريبى. يرجى تخصيص وقت إضافي للسفر.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
61e29a1e-e076-5f24-8c48-4076e65c9eba,2025-08-14T13:42:59+10:00,train,,Replacement Bus,vic:rail:NKT;vic:rail:PAR;vic:rail:PVL;vic:rail:FSS;vic:rail:FGS;vic:rail:MCE;vic:rail:RXP;vic:rail:NME;vic:rail:JAC;vic:rail:ESD;vic:rail:ASV;vic:rail:GRY;vic:rail:BMS;vic:rail:SME;vic:rail:KEN;vic:rail:CLO;vic:rail:MPD;vic:rail:GBV;vic:rail:OKP;vic:rail:CGB,"The 1:34pm Flinders Street to Craigieburn will run direct to North Melbourne, not via the City Loop.",The 1:34pm train from Flinders Street to Craigieburn will go straight to North Melbourne. It will not stop at the City Loop.,下午1:34从弗林德斯街开往克雷吉本的列车将直接前往北墨尔本，不经过城市环线。,ستسير قطار الساعة 1:34 من شارع فليندرز إلى كرايجيبورن مباشرة إلى شمال ملبورن، دون المرور عبر حلقة المدينة.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
388c1a47-88a3-5ddc-8ff9-1e8606f801b2,2025-08-14T13:42:59+10:00,train,,,vic:rail:NWN;vic:rail:NPT;vic:rail:WIL;vic:rail:SPT;vic:rail:WBH;vic:rail:YVE;vic:rail:SSS;vic:rail:FSY;vic:rail:SKN;vic:rail:SEN;vic:rail:NME;vic:rail:FSS,The 1:16pm Flinders Street to Williamstown service is delayed by 10 minutes.,The 1:16pm train from Flinders Street to Williamstown is 10 minutes late.,弗林德斯街到威廉斯镇的1:16服务延迟了10分钟。,خدمة الساعة 1:16 بعد الظهر من فليندرز ستريت إلى ويليامستاون تأخرت لمدة 10 دقائق.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
427ea007-cf3f-51be-979a-62ce9feee5fb,2025-08-14T13:42:59+10:00,train,,,vic:rail:OAK;vic:rail:NWA;vic:rail:PAR;vic:rail:YMN;vic:rail:NPK;vic:rail:DNG;vic:rail:SPG;vic:rail:CLA;vic:rail:HUN;vic:rail:MRB;vic:rail:FSS;vic:rail:MCE;vic:rail:FGS;vic:rail:SNP;vic:rail:RMD;vic:rail:CDA;vic:rail:MAL;vic:rail:BEW;vic:rail:BFD;vic:rail:HLM;vic:rail:SYR;vic:rail:HUG;vic:rail:WTL;vic:rail:PKM;vic:rail:SSS;vic:rail:OFC;vic:rail:CNE;vic:rail:CFD,The 1:23pm East Pakenham to Flinders Street service is delayed by 10 minutes.,The 1:23pm train from East Pakenham to Flinders Street is running 10 minutes late.,东帕肯汉姆到弗林德斯街的1:23列车延误了10分钟。,خدمة القطار من إيست باكنهام إلى فليندرز ستريت في الساعة 1:23 مساءً تأخرت لمدة 10 دقائق.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
5d97b703-2f4d-545c-9d39-452bfac91c7a,2025-08-14T13:42:59+10:00,train,aus:vic:vic-02-WER-R:;aus:vic:vic-02-WIL:;aus:vic:vic-02-WIL-R:;aus:vic:vic-02-WER:,Alamein,,"From 7pm Sunday 10 August to 4am Friday 15 August, 12 car spaces at Newport Station will be closed for maintenance.",12 car spaces at Newport Station will be closed from 7pm Sunday 10 August to 4am Friday 15 August for maintenance.,从8月10日星期日晚上7点到8月15日星期五凌晨4点，纽波特车站的12个停车位将因维护而关闭。,من الساعة 7 مساءً يوم الأحد 10 أغسطس حتى الساعة 4 صباحًا يوم الجمعة 15 أغسطس، سيتم إغلاق 12 مكانًا لركن السيارات في محطة نيو بورت للصيانة.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
1b79371b-4c62-578e-a395-512821e5dcdf,2025-08-14T13:42:59+10:00,train,aus:vic:vic-02-WER-R:;aus:vic:vic-02-WER:,Alamein,vic:rail:WLD;vic:rail:HCG;vic:rail:LAV;vic:rail:WER;vic:rail:ACF,First service on Thursday 14 August until 8.30pm on Friday 15 August.,The first service will run from Thursday 14 August until 8.30pm on Friday 15 August.,首班服务从8月14日星期四开始，直到8月15日星期五晚上8点30分。,أول خدمة ستكون من يوم الخميس 14 أغسطس حتى الساعة 8:30 مساءً يوم الجمعة 15 أغسطس.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
f94ec138-95c8-50ca-9943-de68f2881585,2025-08-14T13:42:59+10:00,train,aus:vic:vic-02-SUY:;aus:vic:vic-02-SUY-R:,Alamein,vic:rail:GIN;vic:rail:WFY;vic:rail:TOT;vic:rail:WGS;vic:rail:KPL;vic:rail:DRT;vic:rail:MFY;vic:rail:SUY;vic:rail:FSY;vic:rail:SUN;vic:rail:NME;vic:rail:SAB;vic:rail:ALB,Disruption from 10pm on 15 August to 4am on 16 August.,There will be disruption from 10pm on Friday 15 August until 4am on Saturday 16 August.,从8月15日星期五晚上10点到8月16日星期六早上4点将会有干扰。,سيكون هناك انقطاع من الساعة 10 مساءً يوم الجمعة 15 أغسطس حتى الساعة 4 صباحًا يوم السبت 16 أغسطس.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
88e59693-1c54-55c0-a4b2-7149e4fb0291,2025-08-14T13:42:59+10:00,train,aus:vic:vic-02-UFD-R:;aus:vic:vic-02-UFD:,Alamein,vic:rail:JWL;vic:rail:MYN;vic:rail:MLD;vic:rail:BAT;vic:rail:GOW;vic:rail:ASY;vic:rail:COB;vic:rail:UFD;vic:rail:BWK;vic:rail:FBD;vic:rail:FAK;vic:rail:RPK;vic:rail:NME;vic:rail:MAC,Disruption from 1am to 4am on Saturday 16 August.,There will be disruption from 1am to 4am on Saturday 16 August.,8月16日星期六凌晨1点到4点将有干扰。,سيكون هناك اضطراب من الساعة 1 صباحًا حتى 4 صباحًا يوم السبت 16 أغسطس.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
