incident_id,created_at_iso,mode,route_id,route_short_name,stops_impacted,summary_en,plain_en,zh,ar,source,source_url
41d53121-9d36-511a-8205-6c9260549053,2025-08-14T13:42:59+10:00,train,aus:vic:vic-02-HBE-R:;aus:vic:vic-02-HBE:,Alamein,vic:rail:ROS,17 car spaces in Beetham Parade car park closed from 27 May to 14 August for project works.,17 car spaces in Beetham Parade car park are closed from 27 May to 14 August for work. Follow signs for safety.,从5月27日到8月14日， 停车场的17个车位因项目施工而关闭。,من 27 مايو إلى 14 أغسطس، 17 مكانًا لركن السيارات في موقف سيارات   مغلقة لأعمال المشروع.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
b87d5e70-2299-5853-a83b-348bced5dbd3,2025-08-14T13:42:59+10:00,train,aus:vic:vic-02-BEG:;aus:vic:vic-02-BEG-R:,Alamein,vic:rail:FTG;vic:rail:BEG;vic:rail:BAY;vic:rail:UFG;vic:rail:TCM;vic:rail:UPW;vic:rail:HMT;vic:rail:RWD;vic:rail:BOR,"Night services disrupted from 8.30pm, 10 to 14 August.","Night services will not run from 8.30pm each night, from 10 to 14 August.",每晚8:30到最后一班服务，8月10日至8月14日。,خدمات الليل متوقفة من الساعة 8:30 مساءً، من 10 إلى 14 أغسطس.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
87f79552-9a88-5c8a-9159-cf0697b5f04c,2025-08-14T13:42:59+10:00,train,aus:vic:vic-02-WER:;aus:vic:vic-02-WER-R:,Alamein,,Buses replace trains on the Werribee line from 8:30pm 8 August to 17 August. Extra travel time needed.,"Buses will replace trains on the Werribee line from 8:30pm on 8 August until 17 August. From 14 to 15 August, buses replace trains between Laverton and Werribee. Allow extra travel time.",从8月8日晚上8:30到8月17日，线的火车将由公交车替代。14日至15日，和之间的火车也将由公交车替代。请预留额外的旅行时间。,ستحل الحافلات محل القطارات على خط  من الساعة 8:30 مساءً في 8 أغسطس حتى 17 أغسطس. من 14 إلى 15 أغسطس، ستحل الحافلات محل القطارات بين  و. يرجى تخصيص وقت إضافي للسفر.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
61e29a1e-e076-5f24-8c48-4076e65c9eba,2025-08-14T13:42:59+10:00,train,,Flemington Racecourse,vic:rail:RXP;vic:rail:GRY;vic:rail:ASV;vic:rail:GBV;vic:rail:PVL;vic:rail:KEN;vic:rail:PAR;vic:rail:ESD;vic:rail:OKP;vic:rail:CGB;vic:rail:CLO;vic:rail:JAC;vic:rail:MCE;vic:rail:SME;vic:rail:FGS;vic:rail:FSS;vic:rail:BMS;vic:rail:NKT;vic:rail:MPD;vic:rail:NME,"The 1:34pm train from Flinders Street to Craigieburn will run direct to North Melbourne, skipping the City Loop.",The 1:34pm train to Craigieburn will go straight to North Melbourne without stopping in the City Loop.,下午1:34从弗林德斯街开往克雷吉本的列车将直接前往北墨尔本，不经过市环线。,ستسير قطار الساعة 1:34 من محطة فليندرز ستريت إلى كرايجيبرن مباشرة إلى نورث ملبورن دون المرور عبر حلقة المدينة.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
388c1a47-88a3-5ddc-8ff9-1e8606f801b2,2025-08-14T13:42:59+10:00,train,,,vic:rail:FSY;vic:rail:NWN;vic:rail:WIL;vic:rail:NPT;vic:rail:SKN;vic:rail:SPT;vic:rail:WBH;vic:rail:FSS;vic:rail:YVE;vic:rail:SEN;vic:rail:SSS;vic:rail:NME,The 1:16pm Flinders Street to Williamstown service is delayed by 10 minutes.,The 1:16pm train from Flinders Street to Williamstown is 10 minutes late.,弗林德斯街到威廉斯镇的1:16服务延迟了10分钟。,خدمة الساعة 1:16 مساءً من فليندرز ستريت إلى ويليامستاون تأخرت لمدة 10 دقائق.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
427ea007-cf3f-51be-979a-62ce9feee5fb,2025-08-14T13:42:59+10:00,train,,,vic:rail:NPK;vic:rail:DNG;vic:rail:SYR;vic:rail:MAL;vic:rail:WTL;vic:rail:NWA;vic:rail:BEW;vic:rail:CNE;vic:rail:YMN;vic:rail:RMD;vic:rail:PAR;vic:rail:CLA;vic:rail:SPG;vic:rail:CFD;vic:rail:BFD;vic:rail:OAK;vic:rail:HUG;vic:rail:OFC;vic:rail:CDA;vic:rail:MCE;vic:rail:HLM;vic:rail:SNP;vic:rail:PKM;vic:rail:FGS;vic:rail:MRB;vic:rail:FSS;vic:rail:SSS;vic:rail:HUN,The 1:23pm East Pakenham to Flinders Street service is delayed by 10 minutes.,The 1:23pm train from East Pakenham to Flinders Street is 10 minutes late.,东帕肯汉姆到弗林德斯街的1:23列车延误了10分钟。,خدمة القطار من إيست باكنهام إلى فليندرز ستريت في الساعة 1:23 مساءً تأخرت لمدة 10 دقائق.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
5d97b703-2f4d-545c-9d39-452bfac91c7a,2025-08-14T13:42:59+10:00,train,aus:vic:vic-02-WER:;aus:vic:vic-02-WIL-R:;aus:vic:vic-02-WER-R:;aus:vic:vic-02-WIL:,Alamein,,"From 7pm Sunday 10 August to 4am Friday 15 August, 12 car spaces at Newport Station will be closed for maintenance.",12 car spaces at Newport Station will be closed from 7pm Sunday 10 August to 4am Friday 15 August for maintenance.,从8月10日星期日晚上7点到8月15日星期五凌晨4点，纽波特车站的12个停车位将因维护而关闭。,من الساعة 7 مساءً يوم الأحد 10 أغسطس حتى الساعة 4 صباحًا يوم الجمعة 15 أغسطس، ستغلق 12 مساحة لركن السيارات في محطة نيو بورت للصيانة.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
1b79371b-4c62-578e-a395-512821e5dcdf,2025-08-14T13:42:59+10:00,train,aus:vic:vic-02-WER:;aus:vic:vic-02-WER-R:,Alamein,vic:rail:ACF;vic:rail:HCG;vic:rail:LAV;vic:rail:WER;vic:rail:WLD,First service on Thursday 14 August until 8.30pm Friday 15 August.,The first service will run from Thursday 14 August to 8.30pm on Friday 15 August.,第一班服务将于8月14日星期四开始，直到8月15日星期五晚上8:30。,ستبدأ أول خدمة يوم الخميس 14 أغسطس حتى الساعة 8:30 مساءً يوم الجمعة 15 أغسطس.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
f94ec138-95c8-50ca-9943-de68f2881585,2025-08-14T13:42:59+10:00,train,aus:vic:vic-02-SUY:;aus:vic:vic-02-SUY-R:,Alamein,vic:rail:FSY;vic:rail:DRT;vic:rail:SUN;vic:rail:WFY;vic:rail:SUY;vic:rail:SAB;vic:rail:KPL;vic:rail:WGS;vic:rail:GIN;vic:rail:TOT;vic:rail:ALB;vic:rail:NME;vic:rail:MFY,Disruption from 10pm on 15 August to 4am on 16 August.,There will be disruption from 10pm on 15 August until 4am on 16 August.,从8月15日晚上10点到8月16日早上4点将有干扰。,سيكون هناك اضطراب من الساعة 10 مساءً في 15 أغسطس حتى الساعة 4 صباحًا في 16 أغسطس.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
88e59693-1c54-55c0-a4b2-7149e4fb0291,2025-08-14T13:42:59+10:00,train,aus:vic:vic-02-UFD:;aus:vic:vic-02-UFD-R:,Alamein,vic:rail:GOW;vic:rail:RPK;vic:rail:MYN;vic:rail:JWL;vic:rail:MAC;vic:rail:FAK;vic:rail:MLD;vic:rail:ASY;vic:rail:BWK;vic:rail:UFD;vic:rail:FBD;vic:rail:BAT;vic:rail:NME;vic:rail:COB,Disruption from 1am to 4am on Saturday 16 August.,There will be disruption from 1am to 4am on Saturday 16 August.,8月16日星期六凌晨1点到4点将有干扰。,سيكون هناك اضطراب من الساعة 1 صباحًا حتى 4 صباحًا يوم السبت 16 أغسطس.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
eb4077f3-e770-5dd2-b136-5b42cff3ce65,2025-08-14T13:42:59+10:00,train,aus:vic:vic-02-CGB:;aus:vic:vic-02-CGB-R:,Alamein,vic:rail:RXP;vic:rail:GRY;vic:rail:CLO;vic:rail:SME;vic:rail:PVL;vic:rail:KEN;vic:rail:ASV;vic:rail:ESD;vic:rail:BMS;vic:rail:NKT;vic:rail:GBV;vic:rail:OKP;vic:rail:CGB;vic:rail:JAC;vic:rail:MPD;vic:rail:NME,Disruption from 1am to 4am on Saturday 16 August.,There will be disruption from 1am to 4am on Saturday 16 August.,8月16日星期六凌晨1点到4点将有干扰。,سيكون هناك اضطراب من الساعة 1 صباحًا حتى 4 صباحًا يوم السبت 16 أغسطس.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
c690fbd3-3627-5b5e-97e7-99f5382cd526,2025-08-14T13:42:59+10:00,train,aus:vic:vic-02-CBE-R:;aus:vic:vic-02-PKM-R:;aus:vic:vic-02-PKM:;aus:vic:vic-02-CBE:,Alamein,vic:rail:NPK;vic:rail:DNG;vic:rail:WTL;vic:rail:BEW;vic:rail:CBE;vic:rail:CNE;vic:rail:YMN;vic:rail:HUN;vic:rail:SPG;vic:rail:CLA;vic:rail:CFD;vic:rail:OAK;vic:rail:BFD;vic:rail:HUG;vic:rail:OFC;vic:rail:MPK;vic:rail:CDA;vic:rail:HLM;vic:rail:SNP;vic:rail:PKM;vic:rail:MRB;vic:rail:LBK;vic:rail:NWA,Disruption from 1am to 4am on Saturday 16 August.,There will be disruption from 1am to 4am on Saturday 16 August.,8月16日星期六凌晨1点到4点将有干扰。,سيكون هناك اضطراب من الساعة 1 صباحًا حتى 4 صباحًا يوم السبت 16 أغسطس.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
d7417a67-72b8-5c3a-86ad-47253a335890,2025-08-14T13:42:59+10:00,train,aus:vic:vic-02-WER:;aus:vic:vic-02-WIL-R:;aus:vic:vic-02-WER-R:;aus:vic:vic-02-WIL:,Alamein,vic:rail:WTO;vic:rail:FSY;vic:rail:SHE;vic:rail:ACF;vic:rail:NPT;vic:rail:SKN;vic:rail:NWN;vic:rail:WIL;vic:rail:SPT;vic:rail:WBH;vic:rail:HCG;vic:rail:LAV;vic:rail:WER;vic:rail:YVE;vic:rail:ALT;vic:rail:SEN;vic:rail:NME;vic:rail:WLD,Disruption from 8.30pm on Friday 15 August to 5am on Saturday 16 August.,There will be disruption from 8.30pm on Friday 15 August until 5am on Saturday 16 August.,从8月15日星期五晚上8点30分到8月16日星期六早上5点将会有干扰。,سيكون هناك اضطراب من الساعة 8:30 مساءً يوم الجمعة 15 أغسطس حتى الساعة 5:00 صباحًا يوم السبت 16 أغسطس.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
a6e988bf-6fb8-5b95-ae17-908777f7919d,2025-08-14T13:42:59+10:00,train,aus:vic:vic-02-BEG:;aus:vic:vic-02-BEG-R:,Alamein,vic:rail:FTG;vic:rail:BEG;vic:rail:BAY;vic:rail:UFG;vic:rail:TCM;vic:rail:UPW;vic:rail:HMT;vic:rail:RWD;vic:rail:BOR,Disruption from 10.30pm on 15 August to 5am on 16 August.,There will be disruption from 10.30pm on Friday 15 August until 5am on Saturday 16 August.,从8月15日星期五晚上10:30到8月16日星期六早上5:00将会有干扰。,سيكون هناك اضطراب من الساعة 10:30 مساءً يوم الجمعة 15 أغسطس حتى الساعة 5:00 صباحًا يوم السبت 16 أغسطس.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
