incident_id,created_at_iso,mode,route_id,route_short_name,stops_impacted,summary_en,plain_en,zh,ar,source,source_url
d58e9c24-a739-55df-a1aa-3cec455cfc42,2025-08-17T11:12:27+10:00,train,aus:vic:vic-02-PKM:;aus:vic:vic-02-SUY:;aus:vic:vic-02-CBE-R:;aus:vic:vic-02-CBE:;aus:vic:vic-02-SUY-R:;aus:vic:vic-02-PKM-R:,Alamein,vic:rail:CFD;vic:rail:FSY,"From 16 to 17 August, Metro Tunnel works will change train journeys. Trains will end at Caulfield or Footscray. Allow extra time.","From 4am on 16 August to 1am on 17 August, and 4am to 8.30pm on 17 August, trains will only go to Caulfield or Footscray. Change trains to reach the City. Check live announcements for updates.",从8月16日4点到8月17日1点，以及8月17日4点到20点30分，火车只到或。前往市区需换乘火车。请注意实时公告。,من 16 إلى 17 أغسطس، ستؤثر أعمال نفق المترو على رحلات القطارات. ستنتهي القطارات في  أو . يرجى تخصيص وقت إضافي.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
80bd391d-7b2c-504c-82a9-afe77b9e6fd7,2025-08-17T11:12:27+10:00,train,aus:vic:vic-02-WER:;aus:vic:vic-02-WER-R:,Alamein,vic:rail:WTO;vic:rail:SHE;vic:rail:LAV;vic:rail:WLD;vic:rail:NPT;vic:rail:ACF;vic:rail:HCG;vic:rail:ALT;vic:rail:WER,Service disrupted from 5am Saturday 16 August to last service Sunday 17 August.,There will be no service from 5am on Saturday 16 August until the last service on Sunday 17 August.,服务将在8月16日星期六上午5点至8月17日星期日最后一班车期间中断。,سيتم تعطيل الخدمة من الساعة 5 صباحًا يوم السبت 16 أغسطس حتى آخر خدمة يوم الأحد 17 أغسطس.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
ef48d2a9-c43d-537c-895a-2598f91f8a8c,2025-08-17T11:12:27+10:00,train,aus:vic:vic-02-UFD-R:;aus:vic:vic-02-UFD:;aus:vic:vic-02-CGB-R:;aus:vic:vic-02-CGB:,Alamein,vic:rail:ESD;vic:rail:PVL;vic:rail:JWL;vic:rail:FGS;vic:rail:UFD;vic:rail:ASV;vic:rail:GBV;vic:rail:FAK;vic:rail:FSS;vic:rail:BWK;vic:rail:COB;vic:rail:GRY;vic:rail:GOW;vic:rail:RPK;vic:rail:ASY;vic:rail:KEN;vic:rail:PAR;vic:rail:RXP;vic:rail:BAT;vic:rail:MAC;vic:rail:JAC;vic:rail:CGB;vic:rail:FBD;vic:rail:BMS;vic:rail:OKP;vic:rail:MPD;vic:rail:MCE;vic:rail:NKT;vic:rail:CLO;vic:rail:SME;vic:rail:MYN;vic:rail:MLD;vic:rail:NME;vic:rail:SSS,More trains will run on Sunday 17 August from 4.30am until the last service.,"On Sunday 17 August, more trains will be available from 4.30am to the last service.",8月17日星期日，从早上4:30到最后一班车，将有更多列车运行。,يوم الأحد 17 أغسطس، ستعمل المزيد من القطارات من الساعة 4:30 صباحًا حتى آخر خدمة.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
df9c47f5-4223-5bb2-a2dc-0e3afc5e4320,2025-08-17T11:12:27+10:00,train,aus:vic:vic-02-SUY-R:;aus:vic:vic-02-SUY:,Alamein,vic:rail:GIN;vic:rail:SUN;vic:rail:DRT;vic:rail:TOT;vic:rail:SAB;vic:rail:MFY;vic:rail:FSY;vic:rail:SUY;vic:rail:WGS;vic:rail:NME;vic:rail:KPL;vic:rail:ALB;vic:rail:WFY,Service disrupted from 8.30pm to last service on Sunday 17 August.,No service from 8.30pm until the last service on Sunday 17 August.,服务从8:30 到8月17日最后一班车暂停。,توقف الخدمة من الساعة 8:30 مساءً حتى آخر خدمة يوم الأحد 17 أغسطس.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
34e167f9-cf5c-5751-af3a-a69b9db545e7,2025-08-17T11:12:27+10:00,train,aus:vic:vic-02-CBE:;aus:vic:vic-02-CBE-R:;aus:vic:vic-02-PKM-R:;aus:vic:vic-02-PKM:,Alamein,vic:rail:BEW;vic:rail:CDA;vic:rail:HUG;vic:rail:HLM;vic:rail:HUN;vic:rail:OAK;vic:rail:WTL;vic:rail:NPK;vic:rail:CNE;vic:rail:YMN;vic:rail:CLA;vic:rail:OFC;vic:rail:SPG;vic:rail:PKM;vic:rail:CFD;vic:rail:DNG;vic:rail:MRB;vic:rail:BFD;vic:rail:NWA;vic:rail:MPK;vic:rail:SNP;vic:rail:LBK;vic:rail:CBE,Service disrupted from 8.30pm to last service on Sunday 17 August.,No service from 8.30pm until the last service on Sunday 17 August.,服务从8:30 到8月17日最后一班车暂停。,توقف الخدمة من الساعة 8:30 مساءً حتى آخر خدمة يوم الأحد 17 أغسطس.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
221f54ed-2aa5-5c19-9ac9-85a64bac39ae,2025-08-17T11:12:27+10:00,train,aus:vic:vic-02-SUY-R:;aus:vic:vic-02-SUY:,Alamein,,"Service changes on Sunbury, Cranbourne and Pakenham lines on 17 August. Allow extra travel time.","There are service changes on the Sunbury, Cranbourne and Pakenham lines on Sunday, 17 August from 4am to 8.30pm. Allow extra travel time.",8月17日星期日，上午4点到晚上8点30分，、和线路将有服务变更。请预留额外的旅行时间。,تغييرات في الخدمة على خطوط  و و في 17 أغسطس. يرجى تخصيص وقت إضافي للسفر.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
fa0038d7-1532-55f4-8677-44c0166a73a6,2025-08-17T11:12:27+10:00,train,aus:vic:vic-02-CBE:;aus:vic:vic-02-CBE-R:,Alamein,,"Service changes on Sunbury, Cranbourne and Pakenham lines on 17 August. Allow extra travel time.","On 17 August, from 4am to 8.30pm, there will be service changes on the Sunbury, Cranbourne and Pakenham lines. Allow extra travel time.",8月17日，早上4点到晚上8点30分，、和线路将有服务变更。请留出额外的旅行时间。,في 17 أغسطس، من الساعة 4 صباحًا حتى 8:30 مساءً، سيكون هناك تغييرات في الخدمة على خطوط  و و. يرجى تخصيص وقت إضافي للسفر.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
df46281e-fd58-55c4-b048-231887e0d7f4,2025-08-17T11:12:27+10:00,train,aus:vic:vic-02-PKM-R:;aus:vic:vic-02-PKM:,Alamein,,"Service changes on Sunbury, Cranbourne and Pakenham lines on 17 August. Allow extra travel time.","On 17 August, from 4am to 8.30pm, there will be service changes on the Sunbury, Cranbourne and Pakenham lines. Allow extra travel time.",8月17日，早上4点到晚上8点30分，、和线路将有服务变化。请留出额外的旅行时间。,في 17 أغسطس، من الساعة 4 صباحًا حتى 8:30 مساءً، سيكون هناك تغييرات في الخدمة على خطوط  و و. يرجى تخصيص وقت إضافي للسفر.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
864f5765-21e9-5560-a735-c3c16e339339,2025-08-17T11:12:27+10:00,train,aus:vic:vic-02-CGB-R:;aus:vic:vic-02-CGB:,Alamein,,Timetable changes on Craigieburn and Upfield lines from 4:30am 17 August to 12:30am 18 August due to project works.,Extra services on Craigieburn and Upfield lines from 4:30am 17 August to 12:30am 18 August. City Loop services will change direction after 1pm.,时间表变更：由于工程，克雷吉本和阿普菲尔德线路将在8月17日4:30至8月18日12:30运行额外服务。,تغييرات في الجدول الزمني: ستعمل خدمات إضافية على خطوط كريجيبرن وأبفيلد من الساعة 4:30 صباحًا 17 أغسطس حتى 12:30 صباحًا 18 أغسطس بسبب أعمال المشروع.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
07171a48-d557-5428-a801-0f0325d9cf82,2025-08-17T11:12:27+10:00,train,aus:vic:vic-02-UFD-R:;aus:vic:vic-02-UFD:,Alamein,,Timetable changes on Craigieburn and Upfield lines from 4:30am 17 August to 12:30am 18 August due to project works.,Extra services on Craigieburn and Upfield lines from 4:30am 17 August to 12:30am 18 August. City Loop services will change direction after 1pm.,时间表变更：由于项目工作，和线路将在8月17日早上4:30至8月18日凌晨12:30运行额外服务。,تغييرات في الجدول الزمني: ستعمل خدمات إضافية على خطوط كريجيبرن وأبفيلد من الساعة 4:30 صباحًا 17 أغسطس حتى 12:30 صباحًا 18 أغسطس بسبب أعمال المشروع.,gtfs-rt,https://api.opendata.transport.vic.gov.au/opendata/public-transport/gtfs/realtime/v1/metro/service-alerts
